case_id,book_id,type,text_A,text_B,label_A,label_B,decision,rule_applied,precedent_id,new_precedent,resolved_in_favor_of,judge_id,date
C0695,RUS-O_medium_04,Sentiment_label,Ешьте сами кабачок.,Ешьте сами кабачок.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,капризный отказ без позитивного разрешения,B-4,False,A,ADJ,2026-07-06
C0696,RUS-O_medium_04,Sentiment_label,"Ой, агу, агу, агу.","Ой, агу, агу, агу.",0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,капризное заявление об уходе/побеге без позитивного разрешения,B-4,False,B,ADJ,2026-07-06
C0697,RUS-O_medium_04,Sentiment_label,Повстречаю я козу,Повстречаю я козу.,0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,описание встречи с агрессивным/опасным существом,B-18,True,B,ADJ,2026-07-06
C0698,RUS-O_medium_04,Sentiment_label,"Рыжую, рогатую, Старую, бодатую.","Рыжую, рогатую, Старую, бодатую.",0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,"описание агрессивного существа (рогатая, бодатая)",B-18,True,B,ADJ,2026-07-06
C0699,RUS-O_medium_04,Sentiment_label,"У козы-то, ага, Золотые рога.","У козы-то, ага, Золотые рога.",0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,итоговая эмоция определяется общим эмоциональным направлением,B-3,False,B,ADJ,2026-07-06
C0700,RUS-O_medium_04,Sentiment_label,Я козу прогоню.,Я козу прогоню.,-1 NEGATIVE,+1 POSITIVE,-1 NEGATIVE,действие по устранению опасности/угрозы в контексте страха,B-18,True,A,ADJ,2026-07-06
C0701,RUS-O_medium_04,Sentiment_label,Не пугай малышню.,Не пугай малышню.,-1 NEGATIVE,+1 POSITIVE,-1 NEGATIVE,"запрет, направленный на устранение источника страха",B-18,True,A,ADJ,2026-07-06
C0702,RUS-O_medium_04,Sentiment_label,"Здравствуй, деточка из сказки.","Здравствуй, деточка из сказки.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных образов («из сказки»),B-6,True,A,ADJ,2026-07-06
C0703,RUS-O_medium_04,Sentiment_label,Мне не нужен больше суп,Мне не нужен больше суп.,-1 NEGATIVE,0 NEUTRAL,+1 POSITIVE,описание этапа взросления (первый зуб) как позитивного достижения,B-12,True,neither,ADJ,2026-07-06
C0704,RUS-O_medium_04,Sentiment_label,У меня же вырос зуб,У меня же вырос зуб.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,описание этапа взросления (первый зуб) как позитивного достижения,B-12,True,A,ADJ,2026-07-06
C0705,RUS-O_medium_04,Sentiment_label,"Я кусаю и грызу Всё, что я найду внизу.","Я кусаю и грызу Всё, что я найду внизу.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,освоение новых навыков как радостная игра,B-12,True,A,ADJ,2026-07-06
C0706,RUS-O_medium_04,Sentiment_label,Любовь,Любовь.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,слово «любовь» как прямое выражение положительной эмоции,B-7,True,A,ADJ,2026-07-06
C0707,RUS-O_medium_04,Sentiment_label,И бутылочку свою Неохотно отдаю.,И бутылочку свою Неохотно отдаю.,-1 NEGATIVE,+1 POSITIVE,-1 NEGATIVE,прямое называние негативного состояния,B-17,True,A,ADJ,2026-07-06
C0708,RUS-O_medium_04,Sentiment_label,Ода маминой спине.,Ода маминой спине.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных образов («ода» как прославление),B-6,True,A,ADJ,2026-07-06
C0709,RUS-O_medium_04,Sentiment_label,Хорошо везде ходить.,Хорошо везде ходить.,0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,наличие положительного оценочного признака («хорошо»),B-6,True,B,ADJ,2026-07-06
C0710,RUS-O_medium_04,Sentiment_label,Страсть,Страсть.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,выражение сильного желания как позитивной эмоции,B-12,True,A,ADJ,2026-07-06
C0711,RUS-O_medium_04,Sentiment_label,Лягу в лужу.,Лягу в лужу.,0 NEUTRAL,-1 NEGATIVE,-1 NEGATIVE,капризное заявление и демонстративное поведение без позитивного разрешения,B-4,True,B,ADJ,2026-07-06
C0712,RUS-O_medium_04,Sentiment_label,Усталость,Усталость.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,прямое называние негативного состояния,B-17,True,A,ADJ,2026-07-06
C0713,RUS-O_medium_04,Sentiment_label,Мы идём издалека.,Мы идём издалека.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,длинный путь как источник утомления,B-18,True,A,ADJ,2026-07-06
C0714,RUS-O_medium_04,Sentiment_label,Раз сердечко.,Раз сердечко.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,упоминание «сердечка» как символа любви и нежности,B-7,True,A,ADJ,2026-07-06
C0715,RUS-O_medium_04,Sentiment_label,Два сердечко.,Два сердечко.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,упоминание «сердечка» как символа любви и нежности,B-7,True,A,ADJ,2026-07-06
C0716,RUS-O_medium_04,Sentiment_label,Мой малыш леденец.,Мой малыш леденец.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,ласковое обращение к ребёнку,B-7,True,A,ADJ,2026-07-06
C0717,RUS-O_medium_04,Sentiment_label,"Уплывает детка в сон, Как кораблик невесом.","Уплывает детка в сон, Как кораблик невесом.",0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,"наличие положительных образов (сон, лёгкость, кораблик)",B-6,True,B,ADJ,2026-07-06
C0718,RUS-O_medium_04,Sentiment_label,"Уплывает по ручью В реку тихую, ничью.","Уплывает по ручью В реку тихую, ничью.",0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,наличие положительных образов,B-6,True,B,ADJ,2026-07-06
C0719,RUS-O_medium_04,Sentiment_label,"А под тёмной, под водой Ходит окунь с бородой.","А под тёмной, под водой Ходит окунь с бородой.",-1 NEGATIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-06
C0720,RUS-O_medium_04,Sentiment_label,"Ой, да люли-разлюли, Будет кушать кисели Мой немного небольшой, Обладающий душой.","Ой, да люли-разлюли, Будет кушать кисели Мой немного небольшой, Обладающий душой.",0 NEUTRAL,+1 POSITIVE,+1 POSITIVE,наличие положительных оценочных признаков и уютных образов,B-6,True,B,ADJ,2026-07-06
C0721,RUS-O_medium_05,NER_label,дети,дети,PER_ROLE,PER_FAMILY,PER_ROLE,слово используется обобщённо,A-5,False,A,ADJ,2026-07-06
C0722,RUS-O_medium_05,NER_missed_by_B,мышку,,PER_ROLE,,PER_ROLE,животные как общий вид или категория,A-3,False,A,ADJ,2026-07-06
C0723,RUS-O_medium_05,NER_missed_by_A,,гномом,,PER_ROLE,PER_ROLE,существа из фольклора/мифологии без уникальных имён,A-3,False,B,ADJ,2026-07-06
C0724,RUS-O_medium_05,NER_missed_by_A,,мышка,,PER_ROLE,PER_ROLE,животные как общий вид или категория,A-3,False,B,ADJ,2026-07-06
C0725,RUS-O_medium_05,NER_missed_by_A,,снеговик,,PER_ROLE,PER_ROLE,объекты/существа без уникальных имён,A-3,False,B,ADJ,2026-07-06
C0726,RUS-O_medium_05,NER_missed_by_A,,пиццы,,PER_ROLE,keep A,"недостаточная разметка, должна быть одна сущность - доставщик пиццы PER_ROLE",A-10,True,A,ADJ,2026-07-06
C0727,RUS-O_medium_05,NER_missed_by_A,,девочка,,PER_ROLE,PER_ROLE,"слова, обозначающие возрастные/социальные роли",A-11,True,B,ADJ,2026-07-06
C0728,RUS-O_medium_05,Sentiment_label,"Она была такая маленькая, что никто её не замечал.","Она была такая маленькая, что никто её не замечал.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,косвенная передача чувства одиночества и невидимости,B-17,True,A,ADJ,2026-07-06
C0729,RUS-O_medium_05,Sentiment_label,"А когда она бегала, то ступала лапками так тихо, что её никто не мог услышать.","А когда она бегала, то ступала лапками так тихо, что её никто не мог услышать.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,общий вектор эпизода — негативный,B-3,True,A,ADJ,2026-07-06
C0730,RUS-O_medium_05,Sentiment_label,"Мышка появилась в доме летом, когда было тепло и сухо.","Мышка появилась в доме летом, когда было тепло и сухо.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных оценочных признаков,B-6,True,A,ADJ,2026-07-06
C0731,RUS-O_medium_05,Sentiment_label,"Но потом пришла мокрая осень, а за ней — холодная зима.","Но потом пришла мокрая осень, а за ней — холодная зима.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,"описание неблагоприятных погодных условий (холод, сырость)",B-18,True,A,ADJ,2026-07-06
C0732,RUS-O_medium_05,Sentiment_label,"Мышке стало совсем неуютно под крыльцом, и она всё чаще забегала в дом погреться.","Мышке стало совсем неуютно под крыльцом, и она всё чаще забегала в дом погреться.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,описание неблагоприятных условий жизни,B-18,True,A,ADJ,2026-07-06
C0733,RUS-O_medium_05,Sentiment_label,"Они говорили о том, что завтра придёт Новый год, и все обязательно получат подарки.","Они говорили о том, что завтра придёт Новый год, и все обязательно получат подарки.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"наличие положительных образов (Новый год, подарки)",B-6,True,A,ADJ,2026-07-06
C0734,RUS-O_medium_05,Sentiment_label,Мышке тоже очень захотелось получить подарок.,Мышке тоже очень захотелось получить подарок.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,выражение сильного желания как позитивной эмоции,B-12,True,A,ADJ,2026-07-06
C0735,RUS-O_medium_05,Sentiment_label,"Ведь ей было так холодно, и она мечтала о настоящей тёплой постельке.","Ведь ей было так холодно, и она мечтала о настоящей тёплой постельке.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,описание холода как источника страдания,B-18,True,A,ADJ,2026-07-06
C0736,RUS-O_medium_05,Sentiment_label,"— Если он должен прийти, то я обязательно его увижу, / — решила мышка и отправилась на поиски.","— Если он должен прийти, то я обязательно его увижу, — решила мышка и отправилась на поиски.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,решимость найти и встретить праздник как позитивная эмоция,B-12,True,A,ADJ,2026-07-06
C0737,RUS-O_medium_05,Sentiment_label,Под кустом шиповника мышка увидела маленького смешного человечка в красном колпаке.,Под кустом шиповника мышка увидела маленького смешного человечка в красном колпаке.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных оценочных признаков,B-6,True,A,ADJ,2026-07-06
C0738,RUS-O_medium_05,Sentiment_label,Мышка побежала дальше и увидела кого-то на дереве.,Мышка побежала дальше и увидела кого-то на дереве.,+1 POSITIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-06
C0739,RUS-O_medium_05,Sentiment_label,У него была красивая красная грудка и чёрная шапочка.,У него была красивая красная грудка и чёрная шапочка.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных оценочных признаков,B-6,True,A,ADJ,2026-07-06
C0740,RUS-O_medium_05,Sentiment_label,"— Нет, нет, вы ошиблись, / — ответил снегирь.","— Нет, нет, вы ошиблись, — ответил снегирь.",-1 NEGATIVE,0 NEUTRAL,0 NEUTRAL,"реплики, связанные с уточнением информации",B-20,True,B,ADJ,2026-07-06
C0741,RUS-O_medium_05,Sentiment_label,"— Я прилетаю сюда каждую зиму, но никогда его не встречал.","— Я прилетаю сюда каждую зиму, но никогда его не встречал.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,выражение разочарования и печали через отрицание успешного опыта,B-17,True,A,ADJ,2026-07-06
C0742,RUS-O_medium_05,Sentiment_label,"Она порядком замёрзла, у неё была только одна мечта — как бы согреться.","Она порядком замёрзла, у неё была только одна мечта — как бы согреться.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,холод как источник страдания,B-18,True,A,ADJ,2026-07-06
C0743,RUS-O_medium_05,Sentiment_label,"«Так может светить только Новый год, у которого для всех есть подарки», / — подумала мышка.","«Так может светить только Новый год, у которого для всех есть подарки», — подумала мышка.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"Традиционно положительные образы (солнце, тепло, свет и т. п.) не получают положительную оценку",B-9,True,A,ADJ,2026-07-06
C0744,RUS-O_medium_05,Sentiment_label,"Мышка забралась на мягкий матрасик, укрылась пуховым одеяльцем и сразу уснула, потому что за день она очень устала.","Мышка забралась на мягкий матрасик, укрылась пуховым одеяльцем и сразу уснула, потому что за день она очень устала.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"Коллективные действия персонажей, объединённых общей целью помочь",B-23,True,A,ADJ,2026-07-06
C0745,RUS-O_medium_05,Sentiment_label,— Ах! / — сказала девочка.,— Ах! — сказала девочка.,0 NEUTRAL,-1 NEGATIVE,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,A,ADJ,2026-07-06
C0746,RUS-O_medium_05,Sentiment_label,"—
В постельке моей куклы спит маленькая мышка!","—
В постельке моей куклы спит маленькая мышка!",0 NEUTRAL,-1 NEGATIVE,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,A,ADJ,2026-07-06
C0747,RUS-O_medium_05,Sentiment_label,"Она, видно, совсем замёрзла, бедняжка.","Она, видно, совсем замёрзла, бедняжка.",-1 NEGATIVE,+1 POSITIVE,-1 NEGATIVE,состояние страдания без позитивного разрешения в том же сегменте,B-4,False,A,ADJ,2026-07-06
C0748,RUS-O_medium_05,Sentiment_label,Девочка уговорила маму поселить мышку за печкой.,Девочка уговорила маму поселить мышку за печкой.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"действие, направленное на помощь другому существу",B-16,True,A,ADJ,2026-07-06
C0749,RUS-O_medium_05,Sentiment_label,Вместе они аккуратно перенесли кроватку туда.,Вместе они аккуратно перенесли кроватку туда.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"коллективные действия, направленные на помощь другому",B-22,True,A,ADJ,2026-07-06
C0750,RUS-O_short_01,NER_label,родители,родители,PER_FAMILY,PER_ROLE,PER_FAMILY,"собирательное слово родства, относящееся к конкретной семье",A-5,False,A,ADJ,2026-07-08
C0751,RUS-O_short_01,NER_label,акула,акула,PER_FAMILY,PER_ROLE,PER_ROLE,вид животного без уникального имени,A-5,False,A,ADJ,2026-07-08
C0948,RUS-T_long_01,NER_label,Дед Мороз,Дед,PER_ROLE,PER_NAME,PER_NAME,"устойчивое, узнаваемое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0949,RUS-T_long_01,NER_label,Морозе,Морозе,PER_ROLE,PER_NAME,PER_NAME,устойчивое составное имя персонажа,A-6,False,B,ADJ,2026-07-08
C0950,RUS-T_long_01,NER_label,Морозе,Морозе,PER_ROLE,PER_NAME,PER_NAME,устойчивое составное имя персонажа,A-6,False,B,ADJ,2026-07-08
C0951,RUS-T_long_01,NER_label,Мороза,Мороза,PER_ROLE,PER_NAME,PER_NAME,устойчивое составное имя персонажа,A-6,False,B,ADJ,2026-07-08
C0952,RUS-T_long_01,NER_label,Деда Мороза,Деда,PER_ROLE,PER_NAME,PER_NAME,"Устойчивое составное имя персонажа, размечается как одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0953,RUS-T_long_01,NER_label,Дед Мороз,Дед,PER_ROLE,PER_NAME,PER_NAME,"Устойчивое составное имя персонажа, размечается как одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0954,RUS-T_long_01,NER_label,Деда Мороза,Деда,PER_ROLE,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должна быть одна сущность Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0955,RUS-T_long_01,NER_label,Деда Мороза,Деда,PER_ROLE,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должна быть одна сущность Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0956,RUS-T_long_01,NER_label,Дед Мороз,Дед,PER_ROLE,PER_NAME,PER_NAME,"должна быть одна сущность - Дед Мороз, PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0957,RUS-T_long_01,NER_label,Дед Мороз,Дед,PER_ROLE,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0958,RUS-T_long_01,NER_label,Деду Морозу,Деду,PER_ROLE,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должно быть одной сущностью - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0959,RUS-T_long_01,NER_label,Деду Морозу,Деду,PER_ROLE,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должно быть одной сущностью - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0960,RUS-T_long_01,NER_label,Деда Мороза,Деда,PER_ROLE,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должно быть одной сущностью - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0961,RUS-T_long_01,NER_label,Дед Мороз,Дед,PER_ROLE,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должно быть одной сущностью - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0962,RUS-T_long_01,NER_label,Деда Мороза,Деда,PER_ROLE,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должно быть одной сущностью - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0963,RUS-T_long_01,NER_label,Дед Мороз,Дед,PER_ROLE,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должно быть одной сущностью - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0964,RUS-T_long_01,NER_missed_by_B,люди,,PER_ROLE,,PER_ROLE,обобщённые группы без конкретной идентификации,A-5,False,A,ADJ,2026-07-08
C0965,RUS-T_long_01,NER_missed_by_B,малыш,,PER_ROLE,,PER_ROLE,"слова, обозначающие возрастные роли",A-11,True,A,ADJ,2026-07-08
C0966,RUS-T_long_01,NER_missed_by_B,зверей,,PER_ROLE,,PER_ROLE,животные как общий вид или категория без уникальных имён,A-3,False,A,ADJ,2026-07-08
C0967,RUS-T_long_01,NER_missed_by_B,животных,,PER_ROLE,,PER_ROLE,животные как общий вид или категория без уникальных имён,A-3,False,A,ADJ,2026-07-08
C0968,RUS-T_long_01,NER_missed_by_B,зверей,,PER_ROLE,,PER_ROLE,животные как общий вид или категория без уникальных имён,A-3,False,A,ADJ,2026-07-08
C0969,RUS-T_long_01,NER_missed_by_B,звери,,PER_ROLE,,PER_ROLE,животные как общий вид или категория без уникальных имён,A-3,False,A,ADJ,2026-07-08
C0970,RUS-T_long_01,NER_missed_by_A,,Мороз,,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должно быть размечено как одна сущность  - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0971,RUS-T_long_01,NER_missed_by_A,,люди,,PER_ROLE,PER_ROLE,обобщённые группы без конкретной идентификации,A-5,False,B,ADJ,2026-07-08
C0972,RUS-T_long_01,NER_missed_by_A,,Мороза,,PER_NAME,PER_NAME,"обобщённые группы без конкретной идентификации, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0973,RUS-T_long_01,NER_missed_by_A,,людям,,PER_ROLE,PER_ROLE,обобщённые группы без конкретной идентификации,A-5,False,B,ADJ,2026-07-08
C0974,RUS-T_long_01,NER_missed_by_A,,Мороз,,PER_NAME,PER_NAME,"устойчивое словосочетание, образующее единое имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0975,RUS-T_long_01,NER_missed_by_A,,Мороза,,PER_NAME,PER_NAME,"устойчивое словосочетание, образующее единое имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0976,RUS-T_long_01,NER_missed_by_A,,мудрую,,PER_ROLE,keep A,"недостаточная разметка, однословное прилагательное без существительного",A-8,False,A,ADJ,2026-07-08
C0977,RUS-T_long_01,NER_missed_by_A,,Мороза,,PER_NAME,PER_NAME,"устойчивое словосочетание, образующее единое имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0979,RUS-T_long_01,NER_missed_by_A,,озорным,,PER_ROLE,keep A,"однословное прилагательное, недостаточная разметка",A-8,False,A,ADJ,2026-07-08
C0980,RUS-T_long_01,NER_missed_by_A,,Мороз,,PER_NAME,PER_NAME,"устойчивое, узнаваемое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,A,ADJ,2026-07-08
C0981,RUS-T_long_01,NER_missed_by_A,,Мороз,,PER_NAME,PER_NAME,"устойчивое, узнаваемое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0982,RUS-T_long_01,NER_missed_by_A,,Морозу,,PER_NAME,PER_NAME,"устойчивое, узнаваемое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0983,RUS-T_long_01,NER_missed_by_A,,жж-жжуткий,,PER_ROLE,keep A,"однословное прилагательное, недостаточная разметка",A-8,False,A,ADJ,2026-07-08
C0984,RUS-T_long_01,NER_missed_by_A,,Морозу,,PER_NAME,PER_NAME,"устойчивое, узнаваемое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0985,RUS-T_long_01,NER_missed_by_A,,звери,,PER_ROLE,PER_ROLE,животные как общий вид или категория без уникальных имён,A-3,False,B,ADJ,2026-07-08
C0986,RUS-T_long_01,NER_missed_by_A,,лесные,,PER_ROLE,keep A,"однословное прилагательное, недостаточная разметка",A-8,False,A,ADJ,2026-07-08
C0987,RUS-T_long_01,NER_missed_by_A,,стая,,PER_ROLE,PER_ROLE,"недостаточная разметка, выделяется вся именная группа",A-3,False,B,ADJ,2026-07-08
C0988,RUS-T_long_01,NER_missed_by_A,,трусливый,,PER_ROLE,keep A,"однословное прилагательное, недостаточная разметка",A-8,False,A,ADJ,2026-07-08
C0989,RUS-T_long_01,NER_missed_by_A,,мудрая,,PER_ROLE,keep A,"однословное прилагательное, недостаточная разметка",A-8,False,A,ADJ,2026-07-08
C0990,RUS-T_long_01,NER_missed_by_A,,лесная,,PER_ROLE,keep A,"однословное прилагательное, недостаточная разметка",A-8,False,A,ADJ,2026-07-08
C0991,RUS-T_long_01,NER_missed_by_A,,мудрая,,PER_ROLE,keep A,"однословное прилагательное, недостаточная разметка",A-8,False,A,ADJ,2026-07-08
C0992,RUS-T_long_01,NER_missed_by_A,,Мороза,,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0993,RUS-T_long_01,NER_missed_by_A,,Мороз,,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0994,RUS-T_long_01,NER_missed_by_A,,Мороза,,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0995,RUS-T_long_01,NER_missed_by_A,,Мамины,,PER_FAMILY,PER_FAMILY,стандартное слово родства,A-4,False,B,ADJ,2026-07-08
C0996,RUS-T_long_01,NER_missed_by_A,,Мороз,,PER_NAME,PER_NAME,"устойчивое составное имя персонажа, должна быть одна сущность - Дед Мороз PER_NAME",A-6,False,neither,ADJ,2026-07-08
C0997,RUS-T_long_01,NER_missed_by_A,,звери,,PER_ROLE,PER_ROLE,животные как общий вид или категория без уникальных имён,A-3,False,B,ADJ,2026-07-08
C0998,RUS-T_long_01,Sentiment_label,"Однажды утром лес, в котором живёт Лисёнок со своей мамой в одно мгновение преобразился и стал волшебным!","Однажды утром лес, в котором живёт Лисёнок со своей мамой в одно мгновение преобразился и стал волшебным!",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,"наличие положительных оценочных признаков («волшебным», «преобразился»)",B-6,False,A,ADJ,2026-07-08
C0999,RUS-T_long_01,Sentiment_label,"Всё покрылось мерцающим, пушистым снегом, а воздух вдруг наполнился ожиданием Нового года.","Всё покрылось мерцающим, пушистым снегом, а воздух вдруг наполнился ожиданием Нового года.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных оценочных признаков,B-6,False,A,ADJ,2026-07-08
C1000,RUS-T_long_01,Sentiment_label,Что это за удивительный праздник?,Что это за удивительный праздник?,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,вопрос с явным маркером радости,B-5,False,A,ADJ,2026-07-08
C1001,RUS-T_long_01,Sentiment_label,"В лесу становилось всё холоднее и холоднее, а однажды ночью случилось кое-что необычное!","В лесу становилось всё холоднее и холоднее, а однажды ночью случилось кое-что необычное!",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,наличие положительных оценочных признаков,B-6,False,A,ADJ,2026-07-08
C1002,RUS-T_long_01,Sentiment_label,"Крошечные ледяные кристаллики защекотали ему нос, и он едва не чихнул.","Крошечные ледяные кристаллики защекотали ему нос, и он едва не чихнул.",+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,игровое взаимодействие со снегом как позитивная эмоция,B-12,True,A,ADJ,2026-07-08
C1003,RUS-T_long_01,Sentiment_label,Вдруг Лисёнок услышал голоса в отдалении.,Вдруг Лисёнок услышал голоса в отдалении.,-1 NEGATIVE,0 NEUTRAL,0 NEUTRAL,слабо выраженная эмоция без драматизации,B-24,True,B,ADJ,2026-07-08
C1004,RUS-T_long_01,Sentiment_label,— Это люди. / — прошептал он и быстро залез обратно в безопасную нору.,— Это люди. — прошептал он и быстро залез обратно в безопасную нору.,-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,жесты беспомощности или уход персонажа,B-13,True,A,ADJ,2026-07-08
C1005,RUS-T_long_01,Sentiment_label,"«Наверное, надо разбудить мамочку!» / — заволновался маленький Лисёнок, но в этот момент услышал весёлый смех и выглянул наружу.","«Наверное, надо разбудить мамочку!» — заволновался маленький Лисёнок, но в этот момент услышал весёлый смех и выглянул наружу.",-1 NEGATIVE,0 NEUTRAL,-1 NEGATIVE,беспомощная реакция персонажа,B-15,True,A,ADJ,2026-07-08
C1006,RUS-T_long_01,Sentiment_label,Лисёнок кинулся к Маме Лисе и стал нетерпеливо теребить её за ухо.,Лисёнок кинулся к Маме Лисе и стал нетерпеливо теребить её за ухо.,+1 POSITIVE,0 NEUTRAL,+1 POSITIVE,просьба о близости,B-7,True,A,ADJ,2026-07-08
C1007,RUS-T_long_01,Sentiment_label,"— Мама, проснись!","— Мама, проснись!",+1 POSITIVE,-1 NEGATIVE,+1 POSITIVE,просьба о близости,B-7,True,A,ADJ,2026-07-08
C1008,RUS-T_long_01,Sentiment_label,"Ну, проснись же!","Ну, проснись же!",+1 POSITIVE,-1 NEGATIVE,+1 POSITIVE,просьба о близости,B-7,True,A,ADJ,2026-07-08
C1009,RUS-T_long_01,Sentiment_label,"Скажи, что ты знаешь о Морозе?","Скажи, что ты знаешь о Морозе?",+1 POSITIVE,-1 NEGATIVE,+1 POSITIVE,"вопросы, вызванные радостным любопытством и энтузиазмом",B-5,True,A,ADJ,2026-07-08
C0978,RUS-T_long_01,NER_missed_by_A,,мудрая,,PER_ROLE,keep A,"однословное прилагательное, недостаточная разметка",A-8,False,A,ADJ,2026-07-08
